Age,Gender,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response
0.0,0.5,0.6134063845250741,0.9537142938402874,0.611111111111111,0.5306122448979591,0.8686531047494053,0.4444444444444444,1.0,0.25,0.40997229916897504,0.0,1.0
0.7450980392156864,0.0,0.9229049030021803,0.8304123742755161,0.5,0.9081632653061223,0.16981789844967599,0.8888888888888888,0.5,0.75,0.6371191135734072,1.0,0.0
0.7058823529411765,0.0,0.2712025493375077,0.7759986348317003,1.0,0.13265306122448978,0.8073168731031088,0.2222222222222222,0.25,0.0,0.922437673130194,1.0,1.0
0.8431372549019608,0.5,0.5546486274948286,0.901426519613121,0.7777777777777777,0.13265306122448978,0.348986957591666,1.0,0.0,0.0,0.0221606648199446,0.0,0.5
0.6470588235294118,0.0,0.6835131659864706,0.8814284292235401,0.38888888888888884,0.7959183673469387,0.7804938069067344,0.5555555555555556,0.75,0.75,0.21052631578947367,1.0,1.0
0.1960784313725491,0.0,0.7130877173366132,0.4052528507030007,0.0,0.01020408163265306,0.033815929784267076,0.8888888888888888,0.75,1.0,0.518005540166205,0.0,1.0
0.9215686274509803,0.5,0.0794990775423492,0.944214997755192,0.05555555555555555,0.9081632653061223,0.7958945123451726,0.1111111111111111,0.75,0.75,0.7590027700831026,1.0,0.5
0.6666666666666666,1.0,0.19774137641862805,0.02624089125987563,0.6666666666666666,0.5306122448979591,0.3053277007628578,0.2222222222222222,0.25,0.0,0.3047091412742382,1.0,0.5
0.6470588235294118,0.0,0.24274612847319282,0.2708406551995238,1.0,0.14285714285714282,0.3248708063325404,0.3333333333333333,0.0,0.5,0.008310249307479225,1.0,0.0
0.37254901960784315,1.0,0.2326270475764522,0.9638707803196361,0.05555555555555555,0.6020408163265305,0.9221146747600689,0.4444444444444444,0.25,0.25,0.09141274238227147,1.0,0.0
0.6274509803921569,0.5,0.5355845027114665,0.054640251743535255,0.0,0.16326530612244897,0.12416946928061685,0.6666666666666666,0.25,0.5,0.33240997229916897,1.0,0.5
0.9019607843137255,0.0,0.8032649410186168,0.5676936578587579,0.4444444444444444,0.32653061224489793,0.6306496595849397,0.1111111111111111,0.0,0.5,0.06371191135734072,0.0,0.0
0.8431372549019608,0.0,0.31190249902163586,0.019810176598333763,0.16666666666666666,0.6020408163265305,0.5040603724058732,1.0,0.25,0.5,0.518005540166205,0.0,0.0
0.4509803921568628,1.0,0.9390059819980991,0.5779527351106253,0.5555555555555555,0.8877551020408162,0.7538142892297597,0.8888888888888888,1.0,1.0,0.1523545706371191,1.0,1.0
0.9019607843137255,0.5,0.8051657628445239,0.34964865199787915,0.22222222222222224,0.7142857142857142,0.9109794110409318,0.1111111111111111,0.0,0.75,0.5983379501385042,0.0,0.5
0.9411764705882354,0.0,0.5308883546709902,0.4109969182138235,0.38888888888888884,0.07142857142857142,0.9331884176851776,0.0,0.75,1.0,0.3628808864265928,1.0,0.0
0.7647058823529412,0.0,0.8277519986582433,0.4581317915599282,0.05555555555555555,0.13265306122448978,0.7930440488885243,0.3333333333333333,0.0,1.0,0.7091412742382271,1.0,0.5
0.4509803921568628,0.5,0.13697098451389278,0.9694645167974615,0.611111111111111,0.5510204081632653,0.8672176195554098,0.4444444444444444,0.25,1.0,0.8199445983379502,1.0,0.0
0.3921568627450981,0.0,0.1464750936434282,0.9387898758143776,0.7777777777777777,0.836734693877551,0.9778935280124682,0.1111111111111111,0.25,0.0,0.22160664819944598,0.0,1.0
0.6470588235294118,0.5,0.3554536814446246,0.2571392004420545,0.33333333333333326,0.11224489795918367,0.9334345008612911,0.2222222222222222,0.5,0.5,0.3545706371191136,0.0,0.5
0.05882352941176472,0.5,0.5008665511265165,0.2624546213587894,0.5,0.3061224489795918,0.10725125092281189,0.0,0.0,0.5,0.9861495844875346,1.0,0.0
0.27450980392156865,0.0,0.843517638508414,0.6795998756721727,0.9444444444444444,0.846938775510204,0.28822492002296773,0.3333333333333333,0.0,0.75,0.5650969529085873,1.0,0.0
0.6862745098039217,0.0,0.1401576563985017,0.573074086789762,0.16666666666666666,0.8571428571428571,0.6077434172750389,1.0,0.75,0.0,0.038781163434903045,0.0,1.0
0.7450980392156864,0.0,0.31866718846089337,0.9695051468063797,0.1111111111111111,0.5918367346938775,0.08817980477401362,0.7777777777777777,0.25,0.5,0.5096952908587258,0.0,0.0
0.9019607843137255,0.0,0.6286129591323308,0.8162782099230671,0.6666666666666666,0.24489795918367346,0.34437289803953736,1.0,0.5,0.5,0.5373961218836566,0.0,0.5
0.05882352941176472,0.0,0.7260021244479231,0.963447212476663,0.7777777777777777,0.6632653061224489,0.045053728160118114,0.3333333333333333,0.75,0.5,0.24376731301939059,0.0,0.0
0.1960784313725491,0.0,0.7914686643931348,0.9414125428900532,0.9444444444444444,0.7244897959183673,0.5395168566975638,0.8888888888888888,1.0,1.0,0.6232686980609419,1.0,0.0
0.13725490196078433,0.0,0.9345334600547883,0.7321324457030718,0.2777777777777778,0.2857142857142857,0.13985727175785412,0.4444444444444444,0.0,0.25,0.3545706371191136,0.0,0.0
0.019607843137254943,0.0,0.7002292167495947,0.23416293039876318,0.38888888888888884,0.19387755102040813,0.36042982528094497,0.8888888888888888,0.75,0.25,0.6204986149584488,0.0,1.0
0.03921568627450983,1.0,0.130318108123218,0.19554410692193144,0.7222222222222221,0.9897959183673468,0.9270568452136821,1.0,0.0,0.25,0.556786703601108,0.0,1.0
0.6862745098039217,0.0,0.33946441549728856,0.8445607591310866,0.22222222222222224,0.7653061224489796,0.17957919776884584,0.2222222222222222,0.0,0.25,0.592797783933518,1.0,0.0
0.1568627450980392,1.0,0.3939173701570973,0.562213685405904,0.4444444444444444,0.7448979591836734,0.9136863259781806,0.2222222222222222,1.0,0.25,0.9695290858725762,1.0,1.0
0.37254901960784315,0.0,0.4568122099849052,0.020995557108524784,0.611111111111111,0.6836734693877551,0.60136576162743,0.5555555555555556,1.0,0.5,0.10526315789473684,0.0,0.5
